
# Surface 0 of 1 surfaces

# Curve title: ""./data/riemannGFM-LS9-underwater_explosion-MUSCL-400-400-260-prims.dat" u 1:2:7"

# Contour 0, label:    6e+08
-0.0375  0.0976441  6e+08 
-0.0575006  0.0875  6e+08 
-0.0625  0.0842414  6e+08 
-0.0842643  0.0625  6e+08 
-0.0875  0.0575512  6e+08 
-0.0976962  0.0375  6e+08 
-0.104793  0.0125  6e+08 
-0.104807 -0.0125  6e+08 
-0.0977377 -0.0375  6e+08 
-0.0875 -0.0576839  6e+08 
-0.0843597 -0.0625  6e+08 
-0.0625 -0.0843712  6e+08 
-0.057709 -0.0875  6e+08 
-0.0375 -0.0977647  6e+08 
-0.0125 -0.104845  6e+08 
 0.0125 -0.104838  6e+08 
 0.0375 -0.0977434  6e+08 
 0.0576473 -0.0875  6e+08 
 0.0625 -0.0843278  6e+08 
 0.0843032 -0.0625  6e+08 
 0.0875 -0.0575945  6e+08 
 0.09769 -0.0375  6e+08 
 0.104758 -0.0125  6e+08 
 0.104744  0.0125  6e+08 
 0.0976491  0.0375  6e+08 
 0.0875  0.0574666  6e+08 
 0.084211  0.0625  6e+08 
 0.0625  0.084198  6e+08 
 0.0574396  0.0875  6e+08 
 0.0375  0.0976236  6e+08 
 0.0125  0.104711  6e+08 
-0.0125  0.104718  6e+08 
-0.0375  0.0976441  6e+08 


# Contour 1, label:  5.5e+08
-0.0125  0.166232  5.5e+08 
-0.0342685  0.1625  5.5e+08 
-0.0375  0.161926  5.5e+08 
-0.0625  0.154149  5.5e+08 
-0.0875  0.141798  5.5e+08 
-0.0939311  0.1375  5.5e+08 
-0.1125  0.123062  5.5e+08 
-0.123069  0.1125  5.5e+08 
-0.1375  0.0939672  5.5e+08 
-0.141827  0.0875  5.5e+08 
-0.154195  0.0625  5.5e+08 
-0.161986  0.0375  5.5e+08 
-0.1625  0.0346143  5.5e+08 
-0.166301  0.0125  5.5e+08 
-0.166308 -0.0125  5.5e+08 
-0.1625 -0.0347147  5.5e+08 
-0.162005 -0.0375  5.5e+08 
-0.15423 -0.0625  5.5e+08 
-0.141881 -0.0875  5.5e+08 
-0.1375 -0.0940541  5.5e+08 
-0.123156 -0.1125  5.5e+08 
-0.1125 -0.123161  5.5e+08 
-0.0940787 -0.1375  5.5e+08 
-0.0875 -0.1419  5.5e+08 
-0.0625 -0.154258  5.5e+08 
-0.0375 -0.162039  5.5e+08 
-0.0349068 -0.1625  5.5e+08 
-0.0125 -0.166345  5.5e+08 
 0.0125 -0.16634  5.5e+08 
 0.0348376 -0.1625  5.5e+08 
 0.0375 -0.162025  5.5e+08 
 0.0625 -0.154235  5.5e+08 
 0.0875 -0.141869  5.5e+08 
 0.0940285 -0.1375  5.5e+08 
 0.1125 -0.123115  5.5e+08 
 0.123108 -0.1125  5.5e+08 
 0.1375 -0.0939891  5.5e+08 
 0.141837 -0.0875  5.5e+08 
 0.154188 -0.0625  5.5e+08 
 0.161964 -0.0375  5.5e+08 
 0.1625 -0.034484  5.5e+08 
 0.166268 -0.0125  5.5e+08 
 0.166261  0.0125  5.5e+08 
 0.1625  0.0343843  5.5e+08 
 0.161945  0.0375  5.5e+08 
 0.154152  0.0625  5.5e+08 
 0.141783  0.0875  5.5e+08 
 0.1375  0.0939022  5.5e+08 
 0.123021  0.1125  5.5e+08 
 0.1125  0.123017  5.5e+08 
 0.093878  0.1375  5.5e+08 
 0.0875  0.141764  5.5e+08 
 0.0625  0.154125  5.5e+08 
 0.0375  0.161911  5.5e+08 
 0.0341945  0.1625  5.5e+08 
 0.0125  0.166227  5.5e+08 
-0.0125  0.166232  5.5e+08 


# Contour 2, label:    5e+08
-0.0625  0.216339  5e+08 
-0.0732959  0.2125  5e+08 
-0.0875  0.207382  5e+08 
-0.1125  0.194771  5e+08 
-0.123542  0.1875  5e+08 
-0.1375  0.177474  5e+08 
-0.15452  0.1625  5e+08 
-0.1625  0.154524  5e+08 
-0.177489  0.1375  5e+08 
-0.1875  0.123578  5e+08 
-0.194802  0.1125  5e+08 
-0.207424  0.0875  5e+08 
-0.2125  0.0734323  5e+08 
-0.216392  0.0625  5e+08 
-0.222213  0.0375  5e+08 
-0.225528  0.0125  5e+08 
-0.225532 -0.0125  5e+08 
-0.222223 -0.0375  5e+08 
-0.216409 -0.0625  5e+08 
-0.2125 -0.0734879  5e+08 
-0.207448 -0.0875  5e+08 
-0.194838 -0.1125  5e+08 
-0.1875 -0.12364  5e+08 
-0.177542 -0.1375  5e+08 
-0.1625 -0.154597  5e+08 
-0.1546 -0.1625  5e+08 
-0.1375 -0.177556  5e+08 
-0.123669 -0.1875  5e+08 
-0.1125 -0.194861  5e+08 
-0.0875 -0.207479  5e+08 
-0.0735812 -0.2125  5e+08 
-0.0625 -0.216444  5e+08 
-0.0375 -0.22226  5e+08 
-0.0125 -0.225569  5e+08 
 0.0125 -0.225565  5e+08 
 0.0375 -0.222248  5e+08 
 0.0625 -0.216425  5e+08 
 0.0735203 -0.2125  5e+08 
 0.0875 -0.207454  5e+08 
 0.1125 -0.194828  5e+08 
 0.123617 -0.1875  5e+08 
 0.1375 -0.177515  5e+08 
 0.154551 -0.1625  5e+08 
 0.1625 -0.154546  5e+08 
 0.177495 -0.1375  5e+08 
 0.1875 -0.123573  5e+08 
 0.194793 -0.1125  5e+08 
 0.207405 -0.0875  5e+08 
 0.2125 -0.073368  5e+08 
 0.216367 -0.0625  5e+08 
 0.222182 -0.0375  5e+08 
 0.225493 -0.0125  5e+08 
 0.22549  0.0125  5e+08 
 0.222175  0.0375  5e+08 
 0.216354  0.0625  5e+08 
 0.2125  0.0733249  5e+08 
 0.207386  0.0875  5e+08 
 0.194761  0.1125  5e+08 
 0.1875  0.123516  5e+08 
 0.177445  0.1375  5e+08 
 0.1625  0.154473  5e+08 
 0.15447  0.1625  5e+08 
 0.1375  0.177431  5e+08 
 0.123484  0.1875  5e+08 
 0.1125  0.194734  5e+08 
 0.0875  0.207353  5e+08 
 0.0732262  0.2125  5e+08 
 0.0625  0.216317  5e+08 
 0.0375  0.222138  5e+08 
 0.0125  0.225454  5e+08 
-0.0125  0.225459  5e+08 
-0.0375  0.222152  5e+08 
-0.0625  0.216339  5e+08 


# Contour 3, label:  4.5e+08
-0.0375  0.289046  4.5e+08 
-0.0455438  0.2875  4.5e+08 
-0.0625  0.284385  4.5e+08 
-0.0875  0.277303  4.5e+08 
-0.1125  0.267489  4.5e+08 
-0.12264  0.2625  4.5e+08 
-0.1375  0.255034  4.5e+08 
-0.1625  0.239391  4.5e+08 
-0.165124  0.2375  4.5e+08 
-0.1875  0.220205  4.5e+08 
-0.196133  0.2125  4.5e+08 
-0.2125  0.196141  4.5e+08 
-0.22022  0.1875  4.5e+08 
-0.2375  0.165166  4.5e+08 
-0.239424  0.1625  4.5e+08 
-0.255077  0.1375  4.5e+08 
-0.2625  0.122737  4.5e+08 
-0.267541  0.1125  4.5e+08 
-0.27736  0.0875  4.5e+08 
-0.284445  0.0625  4.5e+08 
-0.2875  0.0458932  4.5e+08 
-0.289115  0.0375  4.5e+08 
